key,id,name,organization_id,organization_name,client_id,status,description,phone_number,website,culture_code,alternate_name,address,city,state_province,postal_code,city (from Postal_Code),latitude,longitude,coordinates/0,coordinates/1,coordinates/2,coordinates/3,coordinates/4,coordinates/5,resource_type,category,parent_id (from Category),id2,OAK? (from Resources_OAK),city_id,city_id_old,neighborhood_id,name (from Neighborhood),geocode_neighborhood,last_scraped
38905389en,38905389,George E. McDonald Hall of Justice,38898886,SUPERIOR COURT OF CALIFORNIA- COUNTY OF ALAMEDA,2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Closed to the public. Limited staff is working on essential services. Response to emails and voicemails are taking a longer time to answer due to limited staff. Posted 4-13-2020 9:07am SMR</span></td>		</tr>	</tbody></table><ul>	<li><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: </span></span></span> <span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">Resumption of Court’s fax filing service for certain emergency-related Civil, Family, and Probate documents.<br />	o Expansion of documents that can be files at the Court’s drop box locations.<br />	o Drop box added for Probate documents at the Berkeley Courthouse.</span></span></span></li>	<li><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: Order deems April 6 through May 1, 2020, to be holidays for most purposes o During COVID-19 crisis, all appearances in civil actions and misdemeanor appeals must be by telephone or video technology, and (b) all pleadings (except for initial service of process) and all court notices be served electronically </span></span></span></li>	<li><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">All jury trials will be continued, and jurors will not be called o Any prospective jurors who received a summons with a date from April 6, 2020, through May 1, 2020, are not required to report for jury service and will be considered to have satisfied their jury service </span></span></span></li>	<li><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">Effective March 30, 2020, Court SelfHelp Center available to assist customers Monday – Thursday from 9:00am – 12:00pm via the web using LiveChat.&nbsp; LiveChat can be found on bottom of right corner of the Court’s&nbsp; Self-Help Center web site&nbsp;&nbsp; </span></span></span></li>	<li><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">Effective March 30, 2020, Court Self Help Center available to schedule one-on-one video appointments.&nbsp; Customers will be identified during LiveChat or telephonic sessions and scheduled accordingly &nbsp;</span></span></span><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">Posted: 4/23/2020, 12:29 PM, ar</span></span></span></li></ul>Through this courthouse, the Superior Court of California, County of Alameda, houses the Family Law Division and also the Self-Help Center. Court Clerk's Office hours: Monday-Friday, 8:30-2:30. Document drop box available to receive documents after 2:30pm. Building access is available Monday-Friday, 8-4. The Family Law Facilitator Center is located on the first floor. Hours are Wednesday, 8:30-12, 1-4 and Friday, 8:30-1. Family Law includes Dissolution, Separation, Nullity, Paternity, Domestic Violence and Civil Harassment.",510-263-4300,www.alameda.courts.ca.gov/pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,en,,,,,,,37.763607,-122.258202,"37.806984, -122.286229","37.763607, -122.258202",,,,,Program,5599,5324,38905389,1 checked out of 1,1,,,,,2020-07-04 21:50:37
38905421en,38905421,In-Home Stabilization Services,38898616,FRED FINCH YOUTH CENTER,2376,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving many services usually conducted in offices or schools to family homes or via telehealth. For onsite programs, we are limiting visitor access and requesting all individuals experiencing cold or flu like symptoms to refrain from entering our offices or residential facilities. We are following all CDC recommended guidelines and are monitoring the situation daily in an effort to provide updated communications and recommendations to continue to ensure the health and safety of our community to the best of our ability. Posted: 4-28-2020 2:29pm SMR&nbsp;</span><br /><br />Provides in-home/on-site mental health solutions. Offers up to 12 weeks of individual and family counseling, case management, and crisis intervention. Serves school-aged youth involved with Child Welfare Services, juvenile justice services, or that have been recently hospitalized.",510-482-2244,www.fredfinch.org,en,,,,California,,,37.80294,-122.20632,"37.80294, -122.20632",,,,,,Program,5573,5566,38905421,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38905425en,38905425,New Yosemite House,38898616,FRED FINCH YOUTH CENTER,2376,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving many services usually conducted in offices or schools to family homes or via telehealth. For onsite programs, we are limiting visitor access and requesting all individuals experiencing cold or flu like symptoms to refrain from entering our offices or residential facilities. We are following all CDC recommended guidelines and are monitoring the situation daily in an effort to provide updated communications and recommendations to continue to ensure the health and safety of our community to the best of our ability. Posted: 4-28-2020 2:29pm SMR&nbsp;</span><br /><br />Provides a residential crisis stabilization and assessment program for youth with developmental disabilities and/or autism. Offers:<ul>	<li>Crisis Intervention</li>	<li>Behavior Stabilization</li>	<li>Clinical Assessment</li>	<li>Individual and Family Therapy</li>	<li>After-Care Plan for Youth</li></ul>",510-482-2244 ext 5254,www.fredfinch.org,en,,,,,,,37.80294,-122.20632,"37.7992, -122.20802","37.80294, -122.20632",,,,,Program,5578,5566,38905425,1 checked out of 1,1,,,,,2020-07-04 21:49:00
38905425en,38905425,New Yosemite House,38898616,FRED FINCH YOUTH CENTER,2376,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving many services usually conducted in offices or schools to family homes or via telehealth. For onsite programs, we are limiting visitor access and requesting all individuals experiencing cold or flu like symptoms to refrain from entering our offices or residential facilities. We are following all CDC recommended guidelines and are monitoring the situation daily in an effort to provide updated communications and recommendations to continue to ensure the health and safety of our community to the best of our ability. Posted: 4-28-2020 2:29pm SMR&nbsp;</span><br /><br />Provides a residential crisis stabilization and assessment program for youth with developmental disabilities and/or autism. Offers:<ul>	<li>Crisis Intervention</li>	<li>Behavior Stabilization</li>	<li>Clinical Assessment</li>	<li>Individual and Family Therapy</li>	<li>After-Care Plan for Youth</li></ul>",510-482-2244 ext 5254,www.fredfinch.org,en,,,,,,,37.80294,-122.20632,"37.7992, -122.20802","37.80294, -122.20632",,,,,Program,5573,5566,38905425,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38905455en,38905455,Food Bank Services,38899003,ALAMEDA COUNTY COMMUNITY FOOD BANK - ACCFB,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-size:12px"">NOTE: <span style=""font-family:arial,helvetica,sans-serif"">You can also visit <a href=""http://FoodNow.net"">http://FoodNow.net</a> for an online directory of food distribution sites near you. </span></span><br /><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">Posted: 4/17/2020, 12:23 PM, ar<br /><strong>NOTE: Alameda County Food Bank - New pick up location below:</strong><br />7195 Oak Port St, Oakland, CA<br />Monday-Wednesday-Friday 9am - 3pm<br />This is a drive thru pickup center.&nbsp; We ask that you do not roll down your windows and that you stay inside your vehicle to maintain the CVOID-19 protocol.<br />Food will be placed inside your vehicle’s trunk.&nbsp; For more info; call the Helpline at 510 635-3663<br /><br />Posted: 4/6/2020, 2:07 PM, ar</span></span></span><br /><br />Provides food assistance through member agencies who obtain food from the Food Bank and serve meals or provide food bags to local residents in need. The Food Bank also educates the community and public officials about the causes of hunger and poverty.<br /><br />Also operates a website called Food Now, at <a href=""http://foodnow.net/"">http://foodnow.net/</a>&nbsp;for referral to weekend and after-hours food sites.&nbsp;People can click a button called <strong>I Need Food Today </strong>and search by full address, city or zip code.&nbsp;This same link in Spanish is: <a href=""http://comidaahora.net/"">http://comidaahora.net/</a>.<br /><br />Also offers referrals and application assistance toward food programs such as Food Stamps, School Meals and WIC (Women, Infants and Children).<br /><br /><u><strong>NOTE: Expansion of CalFresh to SSI/SSP Recipients!</strong></u><br />Beginning June 1, 2019, recipients of SSI/SSP benefits may be eligible for CalFresh Food benefits for the first time! There is no change to the SSI/SSP monthly benefit. To learn about this policy change, and information on how SSI recipients may apply for CalFresh Food benefits, visit&nbsp;<a href=""http://www.calfreshfood.org/"" target=""_blank"">CalFreshFood.org</a>",800-870-3663 (800-870-FOOD),www.accfb.org,en,,,,,,,37.7416275,-122.2012802,"37.755967, -122.188088","37.7416275, -122.2012802",,,,,Program,5571,5322,38905455,1 checked out of 1,1,,,,,2020-07-04 21:48:27
38905477en,38905477,Free Medical Clinic,38899271,ORDER OF MALTA OAKLAND FREE MEDICAL CLINIC,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed to the public until further notice. Phone lines are still available. Posted 4-15-2020 10:55am SMR&nbsp;</span><br /><br />Volunteer nurses and doctors provide primary health care to uninsured adults. Besides generalized medical care, offers seasonal flu clinic and refers for lab work, X-rays, and mammograms as needed.",510-587-3000,www.orderofmaltaclinic.com,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5567,5322,38905477,1 checked out of 1,1,,,,,2020-07-04 21:48:08
38905482en,38905482,Family Caregiver Advocacy and Support Program,38899272,MENTAL HEALTH ASSOCIATION  OF ALAMEDA COUNTY (MHAAC),2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are physically closed, but employees are working from home and we remain committed to supporting families through the Coronavirus (Covid-19) pandemic.&nbsp; Posted: 4-28-2020 3:48pm SMR&nbsp;</span><br /><br />Provides information on the mental health system, various mental illnesses, resources for help, and what to expect, help answer questions, and supply a sympathetic listening ear. Also, it can assist families with criminal justice issues.&nbsp;",510-835-0188,mhaac.org/family-caregiver-advocate.html,en,,,,,,,37.83444,-122.28906,"37.84423, -122.27755","37.83444, -122.28906",,,,,Program,5584,5566,38905482,1 checked out of 1,1,,,,,2020-07-04 21:49:18
38905491en,38905491,Swords to Plowshares,38899276,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Hours of operation have changed. Now only open Mondays, Wednesdays and Fridays from 1pm to 4pm. Posted: 4-13-2020 10:07am SMR.</span><br /><br />Helps veterans, as well as families of veterans, in the following areas:&nbsp;<br /><br /><strong>HEALTH AND SOCIAL SERVICES</strong><br />Provides veterans with the help they need to become self-sufficient. Works closely with partner community organizations and the Department of Veterans Affairs.&nbsp;<br /><br /><strong>SUPPORTIVE HOUSING</strong><br />Offers permanent supportive housing at the Presidio in San Francisco. Also offers options for counseling, academic instruction, and vocational training for formerly homeless veterans with disabilities. Provides transitional housing program for 75 veterans at a time. Program offers intensive individual, group and peer counseling. Also has a variety of recreational, cultural and community-building activities.&nbsp;<br /><br /><strong>EMPLOYMENT SUPPORT</strong><br />Offers comprehensive services that allow veterans to stabilize all aspects of their life. Helps them become ready for employment. Helps veterans from all walks of life realize and achieve long-term career goals. Also helps veterans transition to gainful employment through:<ul>	<li>Vocational counseling</li>	<li>Job training</li>	<li>Resume preparation</li>	<li>Job referrals</li></ul><strong>LEGAL SERVICES</strong><br />Provides free legal representation, case management and advocacy to veterans seeking benefits. Provides free legal assistance with VA claims and discharge upgrades to Bay Area residents. Offers weekly open office hours during which veterans can receive advice from attorneys on their claims.",415-252-4788,www.swords-to-plowshares.org,en,,,,,,,,,"37.773969, -122.410448","37.81653, -122.26815",,,,,Program,5551,5320,38905491,1 checked out of 1,1,,,,,2020-07-04 21:47:28
38905491en,38905491,Swords to Plowshares,38899276,,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Hours of operation have changed. Now only open Mondays, Wednesdays and Fridays from 1pm to 4pm. Posted: 4-13-2020 10:07am SMR.</span><br /><br />Helps veterans, as well as families of veterans, in the following areas:&nbsp;<br /><br /><strong>HEALTH AND SOCIAL SERVICES</strong><br />Provides veterans with the help they need to become self-sufficient. Works closely with partner community organizations and the Department of Veterans Affairs.&nbsp;<br /><br /><strong>SUPPORTIVE HOUSING</strong><br />Offers permanent supportive housing at the Presidio in San Francisco. Also offers options for counseling, academic instruction, and vocational training for formerly homeless veterans with disabilities. Provides transitional housing program for 75 veterans at a time. Program offers intensive individual, group and peer counseling. Also has a variety of recreational, cultural and community-building activities.&nbsp;<br /><br /><strong>EMPLOYMENT SUPPORT</strong><br />Offers comprehensive services that allow veterans to stabilize all aspects of their life. Helps them become ready for employment. Helps veterans from all walks of life realize and achieve long-term career goals. Also helps veterans transition to gainful employment through:<ul>	<li>Vocational counseling</li>	<li>Job training</li>	<li>Resume preparation</li>	<li>Job referrals</li></ul><strong>LEGAL SERVICES</strong><br />Provides free legal representation, case management and advocacy to veterans seeking benefits. Provides free legal assistance with VA claims and discharge upgrades to Bay Area residents. Offers weekly open office hours during which veterans can receive advice from attorneys on their claims.",415-252-4788,www.swords-to-plowshares.org,en,,,,,,,,,"37.773969, -122.410448","37.81653, -122.26815",,,,,Program,5600,5324,38905491,1 checked out of 1,1,,,,,2020-07-04 21:50:41
38905515en,38905515,Family Support Services,38899284,REFUGEE TRANSITIONS,2376,ACTIVE,"Helps immigrant and refugee clients access vital community resources. Provides family advocacy for newly arrived refugees, single mothers, and others in need of individualized support.",415-989-2151,www.reftrans.org,en,,,,,,,37.793068,-122.242902,"37.793068, -122.242902",,,,,,Program,5592,5324,38905515,1 checked out of 1,1,,,,,2020-07-04 21:50:06
38905534en,38905534,Trafficking Victims Support Services,38899146,"MOTIVATING, INSPIRING, SUPPORTING AND SERVING SEXUALLY EXPLOITED YOUTH (MISSSEY)",2376,ACTIVE,"Dedicated to empowering victims and survivors of commercial sexual exploitation. Offers prevention, intervention, and support services to female-identified youth ages 11-24 years old who are considered at risk or engaged with exploitation. Their continuum of trauma- and survivor-informed services includes intensive case management, a daily drop-in center, advocacy, prevention workshops, and mentoring.&nbsp; Also offers a variety of trainings to the community on how to address the issue of sex trafficking and commercial sexual exploitation.<br />&nbsp;",510-251-2070,www.misssey.org,en,,,,,,,,,"37.81018, -122.269073",,,,,,Program,5576,5566,38905534,1 checked out of 1,1,,,,,2020-07-04 21:48:52
38905534en,38905534,Trafficking Victims Support Services,38899146,"MOTIVATING, INSPIRING, SUPPORTING AND SERVING SEXUALLY EXPLOITED YOUTH (MISSSEY)",2376,ACTIVE,"Dedicated to empowering victims and survivors of commercial sexual exploitation. Offers prevention, intervention, and support services to female-identified youth ages 11-24 years old who are considered at risk or engaged with exploitation. Their continuum of trauma- and survivor-informed services includes intensive case management, a daily drop-in center, advocacy, prevention workshops, and mentoring.&nbsp; Also offers a variety of trainings to the community on how to address the issue of sex trafficking and commercial sexual exploitation.<br />&nbsp;",510-251-2070,www.misssey.org,en,,,,,,,,,"37.81018, -122.269073",,,,,,Program,5573,5566,38905534,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38905535en,38905535,First Offender DUI Program,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Intake appointments are in person but once the intake is done all appointments are done over the telehealth (phone) until further notice. Posted: 5-1-2020 2:55pm SMR&nbsp;</span><br /><br />Provides a 16-week course for convicted DUI first offenders that focuses on reducing the incidence of drinking and driving in the community. The course has two components: an 8-week education class and an 8-week group process component. Additional courses: 6-month First Offender Program (FOP) Level II, 12-hour Wet and Reckless (6 weeks), and 9-month FOP Level II. Also offers substance abuse information and referral services.",510-783-8708,,en,,,,,,,37.674815,-122.081533,"37.762734, -122.157057","37.674815, -122.081533",,,,,Program,5563,5323,38905535,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38905535en,38905535,First Offender DUI Program,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Intake appointments are in person but once the intake is done all appointments are done over the telehealth (phone) until further notice. Posted: 5-1-2020 2:55pm SMR&nbsp;</span><br /><br />Provides a 16-week course for convicted DUI first offenders that focuses on reducing the incidence of drinking and driving in the community. The course has two components: an 8-week education class and an 8-week group process component. Additional courses: 6-month First Offender Program (FOP) Level II, 12-hour Wet and Reckless (6 weeks), and 9-month FOP Level II. Also offers substance abuse information and referral services.",510-783-8708,,en,,,,,,,37.674815,-122.081533,"37.762734, -122.157057","37.674815, -122.081533",,,,,Program,5564,5323,38905535,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38905535en,38905535,First Offender DUI Program,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Intake appointments are in person but once the intake is done all appointments are done over the telehealth (phone) until further notice. Posted: 5-1-2020 2:55pm SMR&nbsp;</span><br /><br />Provides a 16-week course for convicted DUI first offenders that focuses on reducing the incidence of drinking and driving in the community. The course has two components: an 8-week education class and an 8-week group process component. Additional courses: 6-month First Offender Program (FOP) Level II, 12-hour Wet and Reckless (6 weeks), and 9-month FOP Level II. Also offers substance abuse information and referral services.",510-783-8708,,en,,,,,,,37.674815,-122.081533,"37.762734, -122.157057","37.674815, -122.081533",,,,,Program,5562,5323,38905535,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38905536en,38905536,Orchid Women's Recovery Center,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Following social distancing guidelines and taking care of their own safety equipment. Posted: 4-14-2020 10:45am SMR</span><br /><br />Offers a 16-bed residential recovery center for single women and women with children with alcohol and drug-related problems, as well as a mental health diagnosis. Provides education and support on alcoholism and substance abuse, parenting, child development, nutrition and vocational education either in the facility or by referral to community agencies. The minimum stay is 6 months to a maximum of 18 months, depending on individual need. Follow-up groups are available for up to one year. Offers staff and/or volunteer speakers to community groups.",510-535-0611,,en,,,,,,,37.793068,-122.242902,"37.762734, -122.157057","37.793068, -122.242902",,,,,Program,5563,5323,38905536,1 checked out of 1,1,,,,,2020-07-04 21:49:53
38905536en,38905536,Orchid Women's Recovery Center,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Following social distancing guidelines and taking care of their own safety equipment. Posted: 4-14-2020 10:45am SMR</span><br /><br />Offers a 16-bed residential recovery center for single women and women with children with alcohol and drug-related problems, as well as a mental health diagnosis. Provides education and support on alcoholism and substance abuse, parenting, child development, nutrition and vocational education either in the facility or by referral to community agencies. The minimum stay is 6 months to a maximum of 18 months, depending on individual need. Follow-up groups are available for up to one year. Offers staff and/or volunteer speakers to community groups.",510-535-0611,,en,,,,,,,37.793068,-122.242902,"37.762734, -122.157057","37.793068, -122.242902",,,,,Program,5564,5323,38905536,1 checked out of 1,1,,,,,2020-07-04 21:49:58
38905536en,38905536,Orchid Women's Recovery Center,38898912,BI-BETT CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Following social distancing guidelines and taking care of their own safety equipment. Posted: 4-14-2020 10:45am SMR</span><br /><br />Offers a 16-bed residential recovery center for single women and women with children with alcohol and drug-related problems, as well as a mental health diagnosis. Provides education and support on alcoholism and substance abuse, parenting, child development, nutrition and vocational education either in the facility or by referral to community agencies. The minimum stay is 6 months to a maximum of 18 months, depending on individual need. Follow-up groups are available for up to one year. Offers staff and/or volunteer speakers to community groups.",510-535-0611,,en,,,,,,,37.793068,-122.242902,"37.762734, -122.157057","37.793068, -122.242902",,,,,Program,5562,5323,38905536,1 checked out of 1,1,,,,,2020-07-04 21:49:48
38905607en,38905607,Client Services,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,"Offers culturally and linguistically appropriate services to HIV positive individuals including:<ul>	<li>HIV information</li>	<li>emergency services for food</li>	<li>housing</li>	<li>funds for utilities</li>	<li>access to counseling</li>	<li>crisis intervention</li>	<li>case management</li>	<li>benefits advocacy</li>	<li>transportation assistance</li>	<li>agency referrals</li>	<li>legal referrals</li></ul>Provides access to Alameda County Shelter Plus Care housing program. Volunteers provide individual, practical and emotional support and a variety of weekly support groups for young men 18-24. The education staff provides culturally sensitive HIV education and street outreach. Provided to local affected communities and training programs for community groups and organizations. Primary HIV/AIDS medical care is available at the Wellness Center; see separate program record.",510-663-7979,www.apeb.org,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5584,5566,38905607,1 checked out of 1,1,,,,,2020-07-04 21:49:18
38905607en,38905607,Client Services,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,"Offers culturally and linguistically appropriate services to HIV positive individuals including:<ul>	<li>HIV information</li>	<li>emergency services for food</li>	<li>housing</li>	<li>funds for utilities</li>	<li>access to counseling</li>	<li>crisis intervention</li>	<li>case management</li>	<li>benefits advocacy</li>	<li>transportation assistance</li>	<li>agency referrals</li>	<li>legal referrals</li></ul>Provides access to Alameda County Shelter Plus Care housing program. Volunteers provide individual, practical and emotional support and a variety of weekly support groups for young men 18-24. The education staff provides culturally sensitive HIV education and street outreach. Provided to local affected communities and training programs for community groups and organizations. Primary HIV/AIDS medical care is available at the Wellness Center; see separate program record.",510-663-7979,www.apeb.org,en,, , ,California, ,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,6006,5566,38905607,1 checked out of 1,1,,,,,2020-07-04 21:49:39
38905609en,38905609,Brothers Connect / Brutha's Connecxion Support Group for African American Men,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,"Provide a safe confidential space for gay/bi, same gender loving men of color. Topics of discussion include:<ul>	<li>healthy relationships (with self and others)</li>	<li>HIV/STD education and prevention</li>	<li>spirituality</li>	<li>nutrition</li>	<li>fitness</li></ul>We also discuss current events and politics that may affect our lives. Brothaz Connexion is a peer driven effort. Become part of a family of dedicated, genuine, and compassionate Brothaz.","510-663-7979, EXT 131",www.apeb.org,en,,,,California,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,6006,5566,38905609,1 checked out of 1,1,,,,,2020-07-04 21:49:39
38905609en,38905609,Brothers Connect / Brutha's Connecxion Support Group for African American Men,38899000,AIDS PROJECT OF THE EAST BAY (APEB),2376,ACTIVE,"Provide a safe confidential space for gay/bi, same gender loving men of color. Topics of discussion include:<ul>	<li>healthy relationships (with self and others)</li>	<li>HIV/STD education and prevention</li>	<li>spirituality</li>	<li>nutrition</li>	<li>fitness</li></ul>We also discuss current events and politics that may affect our lives. Brothaz Connexion is a peer driven effort. Become part of a family of dedicated, genuine, and compassionate Brothaz.","510-663-7979, EXT 131",www.apeb.org,en,,,,California,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5584,5566,38905609,1 checked out of 1,1,,,,,2020-07-04 21:49:18
38905626en,38905626,Fair Housing Counseling and Education - Oakland Office,38898595,EDEN COUNCIL FOR HOPE AND OPPORTUNITY INC,2376,ACTIVE,"<table>	<tbody>		<tr>			<td><span style=""color:#FF0000"">Note: Office is not open to the public. Must call for assistance.&nbsp;<br />			Posted: 4-10-2020 2:49pm SMR&nbsp;</span></td>		</tr>	</tbody></table><br />Conducts site investigation and enforcement in response to reports of housing discrimination complaints. Performs audit-based investigations to determine degrees of housing discrimination existing in designated areas. Provides fair housing education for members of the housing industry including managers, owners, and realtors.&nbsp; Oakland office serves only City of Alameda residents for tenant/landlord and fair housing issues.&nbsp; Also serves Contra Costa County.",510-496-0496,www.echofairhousing.org ,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5598,5324,38905626,1 checked out of 1,1,,,,,2020-07-04 21:50:33
38905770en,38905770,Telecare Heritage Psychiatric Health Facility,38898966,TELECARE CORPORATION,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Have instituted various protocols to reduce the risk of the virus entering facilities — including restricting in-person access to visitors, while also bolstering other methods for visiting, including phone, Facetime, etc. Posted: 4-28-2020 2:21pm SMR&nbsp;</span><br /><br />Licensed 26-bed psychiatric health facility provides acute psychiatric treatment to adults in the East Bay. Focuses on immediate safety and stabilization, symptom reduction, medicare all managed care, recovery focus and preparation for discharge and linkage with community resources.",510-535-5115,www.telecarecorp.com,en,,2633 East 27th Street,Oakland,California,94601,Oakland,37.778403,-122.216989,"37.778403, -122.216989",,,,,,Program,5580,5566,38905770,1 checked out of 1,1,1,7,Fruitvale,Saint Elizabeth,2020-07-04 21:49:09
38905774en,38905774,Housing Legal Assistance,38899028,BAY AREA LEGAL AID,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are closed until further notice.&nbsp;Though our physical offices are closed, all of our staff are continuing to work and advocate for your rights.</span><br /><span style=""color:#FF0000"">Posted: 4-10-2020 2:40pm SMR </span><br /><br />Attorneys provide free legal assistance and representation to low-income tenants facing eviction or loss of housing subsidy. Assistance is also provided to tenants in challenging housing discrimination.<br /><br /><strong>Updated LEGAL WORKSHOP</strong> Schedule to come in 2020 Housing attorneys offer know-your-rights training. Can also answer questions about evictions, housing conditions, housing discrimination, and other issues. Attorneys can often meet with you one-on-one after training and group presentations.<br /><br />For more information call <strong>1-888-382-3405</strong>.",888-382-3405,www.baylegal.org,en,,,,,,,37.81018,-122.269073,"37.80692, -122.27014","37.81018, -122.269073",,,,,Program,5598,5324,38905774,1 checked out of 1,1,,,,,2020-07-04 21:50:33
38905774en,38905774,Housing Legal Assistance,38899028,BAY AREA LEGAL AID,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are closed until further notice.&nbsp;Though our physical offices are closed, all of our staff are continuing to work and advocate for your rights.</span><br /><span style=""color:#FF0000"">Posted: 4-10-2020 2:40pm SMR </span><br /><br />Attorneys provide free legal assistance and representation to low-income tenants facing eviction or loss of housing subsidy. Assistance is also provided to tenants in challenging housing discrimination.<br /><br /><strong>Updated LEGAL WORKSHOP</strong> Schedule to come in 2020 Housing attorneys offer know-your-rights training. Can also answer questions about evictions, housing conditions, housing discrimination, and other issues. Attorneys can often meet with you one-on-one after training and group presentations.<br /><br />For more information call <strong>1-888-382-3405</strong>.",888-382-3405,www.baylegal.org,en,,,,,,,37.81018,-122.269073,"37.80692, -122.27014","37.81018, -122.269073",,,,,Program,5604,5324,38905774,1 checked out of 1,1,,,,,2020-07-04 21:50:58
38905776en,38905776,Health Care Legal Assistance,38899028,BAY AREA LEGAL AID,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are closed until further notice.&nbsp;Though their physical offices are closed, all of their staff are continuing to work and advocate for clients' rights.</span><br /><span style=""color:#FF0000"">Posted: 4-10-2020 2:40pm SMR&nbsp;</span><br /><br />Attorneys provide free legal assistance to individuals facing problems with:<ul>	<li>Medi-Cal and Denti-Cal</li>	<li>Medicare</li>	<li>Healthy Families Program</li>	<li>In-Home Support Services</li>	<li>Paratransit Services</li>	<li>County Medically Indigent Programs</li>	<li>Mental Health Services,</li>	<li>Health Maintenance Organizations (HMOs)&nbsp;</li></ul>Call the Legal Advice Line for help with a health care issue including access to health care, or problems with unfair medical billing.",855-693-7285,www.baylegal.org,en,,,,,,,37.81018,-122.269073,"37.80692, -122.27014","37.81018, -122.269073",,,,,Program,5606,5324,38905776,1 checked out of 1,1,,,,,2020-07-04 21:51:06
38905777en,38905777,Public Benefits Legal Assistance,38899028,BAY AREA LEGAL AID,2376,ACTIVE,"<span style=""color:#FF0000"">Note: Offices are closed until further notice.&nbsp;Though their physical offices are closed, all of their staff are continuing to work and advocate for clients' rights.</span><br /><span style=""color:#FF0000"">Posted: 4-10-2020 2:40pm SMR&nbsp;</span><br /><br />Attorneys provide free legal assistance to low-income individuals having problems obtaining or maintaining:<ul>	<li>CalWORKs</li>	<li>SSI</li>	<li>SSDI</li>	<li>Food Stamps</li>	<li>General Assistance</li>	<li>other benefits programs</li></ul>",510-250-5270,www.baylegal.org,en,,,,,,,37.81018,-122.269073,"37.80692, -122.27014","37.81018, -122.269073",,,,,Program,5591,5324,38905777,1 checked out of 1,1,,,,,2020-07-04 21:50:02
