key,id,name,postal_code,address,city,organization_id,organization_name,client_id,latitude,longitude,status,description,phone_number,website,culture_code,state_province,alternate_name,coordinates__001,coordinates__002,coordinates__003,coordinates__004,coordinates__005,coordinates__006,resource_type,category,parent_id (from Category),last_scraped,Field 29
38906709en,38906709,Emergency Food Bag,,,,38899641,ROBERT ALLEN MERCY HOUSE NORTHERN CALIFORNIA COMPA...,2376,37.80294,-122.20632,ACTIVE,"<span style=""color:#FF0000"">NOTE:&nbsp; The food d...",510-436-0390,,en,,,"37.80294, -122.20632",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38903944en,38903944,Emergency Food Pantry,,,,38898872,SOUTH HAYWARD PARRISH,2376,37.633771,-122.061914,ACTIVE,"<span style=""color:#FF0000"">NOTE: <strong>FOOD PAN...",510-785-3663,southhaywardparish.org,en,,,"37.633771, -122.061914",,,,,,Program,5557,3493,2020-06-29 01:23:00,
69027159en,69027159,Food Distribution,,,,38898617,CITY OF FREMONT HUMAN SERVICES DEPARTMENT,2376,,,ACTIVE,Offering&nbsp;Grab &amp; Go Bags of Groceries to i...,510-793-4583,http://www.tri-cityvolunteers.org/,en,,,"37.5562, -122.01457",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38904931en,38904931,Food For All Ages,,,,38898905,ST. MARY'S CENTER,2376,37.83444,-122.28906,ACTIVE,"<span style=""color:#FF0000"">Notes: The Preschool i...","510-923-9600, Ext. 228",www.stmaryscenter.org,en,,,"37.83444, -122.28906",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38903837en,38903837,Food Pantry,,,,38898804,TRI-CITY VOLUNTEERS INC,2376,37.56283,-122.00044,ACTIVE,"<span style=""color:#FF0000""><span style=""font-fami>""...",510-793-4583,www.tri-cityvolunteers.org,en,,,"37.55593, -122.00766","37.56283, -122.00044",,,,,Program,5557,3493,2020-06-29 01:23:00,
38904183en,38904183,Food Pantry at The Neighborhood Center,,,,38899042,ALL SAINTS EPISCOPAL CHURCH,2376,37.720538,-122.156804,ACTIVE,Distributes food the first Saturday of every month...,510-569-7020,www.saintsalive.net,en,,,"37.720538, -122.156804",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38904003en,38904003,"Food, Clothing and Donation Services",,,,38898910,SALVATION ARMY - HAYWARD CORPS,2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000"">Note: Offering food pa...",510-581-6444,,en,,,"37.674815, -122.081533",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38904807en,38904807,Haven Food Pantry,,,,38898805,TRI-VALLEY HAVEN,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: </span><span sty>...",925-449-1664,www.trivalleyhaven.org,en,,,"37.729225, -121.691025",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38903616en,38903616,Hayward Area Senior Center,,,,38898633,HAYWARD AREA RECREATION AND PARK DISTRICT (HARD),2376,37.72608,-122.08038,ACTIVE,"<span style=""color:#FF0000"">Note: All events and l...",510-881-6766,www.haywardrec.org,en,,,"37.72608, -122.08038",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38903691en,38903691,Mercy Brown Bag Program,,,,38898692,MERCY RETIREMENT AND CARE CENTER,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000""><span style=""font-fami>""...","510-534-8540, Ext 369",www.mercybrownbag.org,en,,,"37.778403, -122.216989",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38906821en,38906821,Monthly Food Pantry Program,,,,38898440,ALAMEDA FOOD BANK,2376,,,ACTIVE,"<span style=""color:#FF0000"">NOTE: All food distributions are out of our warehouse location only:<br />650 W Ranger Avenue<br />Alameda, 94501<br /><br>...",510-523-5850,www.alamedafoodbank.org,en,California,,"37.763607, -122.258202",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38904386en,38904386,Senior Center,,,,38898720,FAMILY BRIDGES INC,2376,37.806984,-122.286229,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF>""...",510-763-9017,www.familybridges.org,en,California,,"37.806984, -122.286229","37.80982, -122.29697",,,,,Program,5557,3493,2020-06-29 01:23:00,
38906345en,38906345,Square Meals Project,94704,"2607 Ellsworth Street, #201",Berkeley,38899529,SWAR SANGAM ASSOCIATION,2376,37.867417,-122.259661,ACTIVE,"Distributes groceries by the bag, including fresh ...",510-383-0855,,en,California,,"37.867417, -122.259661",,,,,,Program,5557,3493,2020-06-29 01:23:00,
38905786en,38905786,Adult Clinic,,,,38899372,ASHLAND FREE MEDICAL CLINIC,2376,37.678073,-122.131178,ACTIVE,"<span style=""color:#FF0000"">NOTE: </span><span sty>...",510-407-2362,www.afmconline.org,en,California,,"37.678073, -122.131178",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904415en,38904415,Adult Medical Services,,,,38898462,ASIAN HEALTH SERVICES,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Clinics began tr...",510-986-6880,www.asianhealthservices.org,en,California,,"37.806984, -122.286229",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38903961en,38903961,Alameda Hospital,,,,38898880,,2376,37.763607,-122.258202,ACTIVE,Provides comprehensive acute inpatient and outpati...,510-522-3700,www.alamedaahs.org,en,California,,"37.763607, -122.258202",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905053en,38905053,Alameda Medical Center,94501,2417 Central Avenue,Alameda,38898665,KAISER PERMANENTE (KP),2376,37.763607,-122.258202,ACTIVE,"Using prepaid, preventive health care, Kaiser's Al...",510-752-1190,healthy.kaiserpermanente.org,en,California,,"37.76418, -122.24191","37.763607, -122.258202",,,,,Program,5567,5322,2020-06-29 01:23:00,
38904653en,38904653,Albert J. Thomas Medical Clinic,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.738816,-122.172403,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org/thomas.html,en,,,"37.738816, -122.172403",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904509en,38904509,Chemical Dependency Intensive Outpatient Program (...,,,,38899043,FREMONT HOSPITAL,2376,,,ACTIVE,"Provides intensive outpatient treatment, including...",888-796-1101,www.fremonthospital.com,en,,,"37.54658, -121.97964",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904331en,38904331,Clínica Alta Vista,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul> <li><span style=""color:#FF0000"">Greeters are posted at our front doors to ensure people with sympto...",510-535-6300,www.laclinica.org,en,,,"37.778403, -122.216989",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904279en,38904279,Dental Care,94703,1860 Alcatraz Avenue,Berkeley,38899194,LIFELONG MEDICAL CARE,2376,37.863769,-122.274686,ACTIVE,Provides General Dental Care for low-income person...,510-981-4146,www.lifelongmedical.org/services/dental-care,en,California,,"37.863769, -122.274686",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904786en,38904786,Disabled Community Health Clinic (DCHC),,,,38899195,ALTA BATES SUMMIT MEDICAL CENTER HERRICK CAMPUS,2376,37.867417,-122.259661,ACTIVE,Offers outpatient rehabilitation to people with ph...,510-204-4738,www.altabatessummit.org,en,California,,"37.867417, -122.259661",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904397en,38904397,Downtown Oakland Clinic,94612,,,38899194,LIFELONG MEDICAL CARE,2376,,,ACTIVE,Offers various medical services. Core services inc...,510-981-4100,www.lifelongmedical.org,en,,,"37.80727, -122.27429",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904268en,38904268,East Oakland,94605,"10700 MacArthur Blvd, Suite 14B, Foothill Square",Oakland,38899194,LIFELONG MEDICAL CARE,2376,37.762734,-122.157057,ACTIVE,Offers primary medical care for adults age 21 or o...,510-981-4100,www.lifelongmedical.org,en,California,,"37.762734, -122.157057",,,,,,Program,"5567,5578","5322, 5566",2020-06-29 01:23:00,
38903877en,38903877,East Oakland Health Center,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.755967,-122.188088,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org,en,,,"37.738816, -122.172403","37.755967, -122.188088",,,,,Program,5567,5322,2020-06-29 01:23:00,
38904133en,38904133,Eastmont Wellness Center,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.762734,-122.157057,ACTIVE,"Provides orthopedic care, dermatology and ophthalm...",510-567-5700,www.eastmontahs.org,en,California,,"37.762734, -122.157057",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904731en,38904731,Eden Medical Center Outpatient Rehabilitation Serv...,94578,14207 E 14th Street,San Leandro,38898596,EDEN MEDICAL CENTER,2376,37.703439,-122.12448,ACTIVE,"Offers a variety of skilled therapeutic services, ...",510-727-2800,www.edenmedcenter.org,en,California,,"37.703439, -122.12448",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38906298en,38906298,Frank Kiang Medical Center,,,,38898462,ASIAN HEALTH SERVICES,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Clinics began tr...",510-986-6860,www.asianhealthservices.org,en,California,,"37.806984, -122.286229",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905477en,38905477,Free Medical Clinic,,,,38899271,ORDER OF MALTA OAKLAND FREE MEDICAL CLINIC,2376,37.81018,-122.269073,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-587-3000,www.orderofmaltaclinic.com,en,,,"37.81018, -122.269073",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38906115en,38906115,Fremont Outpatient Clinic,,,,38899197,U.S DEPARTMENT OF VETERANS AFFAIRS (VA),2376,,,ACTIVE,Provides basic primary medical care and mental hea...,510-791-4000,www.paloalto.va.gov,en,California,,"37.526811, -121.964908",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38907003en,38907003,Fremont Urgent Care,,,,38899736,,2376,37.526811,-121.964908,ACTIVE,"Provides affordable, immediate, emergency medical ...","510-796-1000, Ext. 14",fremonturgentcare.com,en,California,,"37.55061, -121.97895","37.526811, -121.964908",,,,,Program,5567,5322,2020-06-29 01:23:00,
38904955en,38904955,General Medical Services,94704,2339 Durant Avenue,Berkeley,38898485,BERKELEY COMMUNITY HEALTH PROJECT - BERKELEY FREE ...,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF>""...",510-548-2570,www.berkeleyfreeclinic.org,en,California,,"37.867417, -122.259661",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904346en,38904346,Hawthorne Clinic - Urban Promise Academy & Worlwid...,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-535-6440,www.laclinica.org,en,,,"37.778403, -122.216989",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38907283en,38907283,Healthcare for the Homeless,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,Assists homeless individuals and families living i...,510-770-8040,,en,,,"37.526811, -121.964908",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904347en,38904347,Healthy Start Clinic - San Lorenzo High School Hea...,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-317-3167,www.laclinica.org,en,California,,"37.678073, -122.131178",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38907103en,38907103,Highland Campus: Same Day Clinic,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.80294,-122.20632,ACTIVE,The Same Day Clinic located in the new Highland Ca...,510-437-8500,http://www.alamedahealthsystem.org/health-wellness...,en,California,,"37.80294, -122.20632",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38906300en,38906300,Howard Daniel Clinic,94605,9933 MacArthur Blvd,Oakland,38899194,LIFELONG MEDICAL CARE,2376,37.762734,-122.157057,ACTIVE,WHOOPING COUGH VACCINATION: All immunizations for ...,510-981-4100,,en,California,,"37.762734, -122.157057",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904344en,38904344,La Clínica Fruitvale Village,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-535-3500,www.laclinica.org,en,,,"37.778403, -122.216989",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905035en,38905035,LGBT Services,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,"Provides LGBT-specific support services, including...",510-252-5821,www.tri-cityhealth.org,en,,,"37.5584, -121.98197","37.526811, -121.964908",,,,,Program,5567,5322,2020-06-29 01:23:00,
38903915en,38903915,LifeLong Ashby Health Center,94703,"3075 Adeline Street, Suite 280",Berkeley,38899194,LIFELONG MEDICAL CARE,2376,,,ACTIVE,"<br /><span style=""color:#FF0000"">NOTE: Berkeley Testing Site referral</span><ul> <li><span style=""color:#FF0000"">LifeLong is hosting three curbside t...",510-981-4100,www.lifelongmedical.org,en,California,,"37.863769, -122.274686",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905058en,38905058,Livermore Medical Offices,94551,3000 Las Positas Road,Livermore,38898665,KAISER PERMANENTE (KP),2376,37.729225,-121.691025,ACTIVE,"Using prepaid, preventive health care, provides ge...",925-243-2600,healthy.kaiserpermanente.org,en,California,,"37.729225, -121.691025",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905174en,38905174,Main Medical Center,,,,38898462,ASIAN HEALTH SERVICES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Clinics began tr...",510-986-6800,www.asianhealthservices.org,en,California,,"37.806984, -122.286229",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904811en,38904811,Medical and Perinatal Services,,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Phone and front ...",510-535-4410,www.nativehealth.org,en,California,,,,,,,,Program,5567,5322,2020-06-29 01:23:00,
38903864en,38903864,Medical Care,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.681214,-121.751912,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.681214, -121.751912","37.685314, -121.894812","37.66162, -121.8742",,,,Program,5567,5322,2020-06-29 01:23:00,
38905546en,38905546,Medical Services,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,"<span style=""color:#FF0000"">NOTE: It is extremely ...",510-770-8040,www.tri-cityhealth.org,en,,,"37.526811, -121.964908","37.517979, -121.929488",,,,,Program,5567,5322,2020-06-29 01:23:00,
38907042en,38907042,Medical Services,,,,38899760,LA LOMA MEDICAL GROUP,2376,37.778403,-122.216989,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF>""...","510-261-1677, Ext. 1004",www.lalomamedical.com,en,,,"37.77887, -122.22737","37.778403, -122.216989",,,,,Program,5567,5322,2020-06-29 01:23:00,
38907078en,38907078,New San Leandro Medical Center,94577,2500 Merced Street,San Leandro,38898665,KAISER PERMANENTE (KP),2376,37.720538,-122.156804,ACTIVE,New Medical Center provides: Emergency Department ...,510-454-1000,www.kp.org,en,California,,"37.720538, -122.156804",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904009en,38904009,Over 60 Health Center,94702,3260 Sacramento Street,Berkeley,38899194,LIFELONG MEDICAL CARE,2376,37.865566,-122.284909,ACTIVE,CLINIC PROGRAM for Adults over 60 offers: Routine ...,510-601-6060,www.lifelongmedical.org,en,California,,"37.865566, -122.284909",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38904497en,38904497,Piedmont Primary Care,94610,"1345 Grand Avenue, Suite 103",Oakland,38899219,,2376,37.818366,-122.235131,ACTIVE,"<span style=""color:#FF0000"">Note: Online consultat...",510-594-7400,piedmontprimarycare.com,en,California,,"37.818366, -122.235131",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905056en,38905056,Pleasanton Medical Offices,94588,7601 Stoneridge Drive,Pleasanton,38898665,KAISER PERMANENTE (KP),2376,37.685314,-121.894812,ACTIVE,"Using prepaid, preventive health care, provides ge...",925-847-5050,healthy.kaiserpermanente.org,en,California,,"37.685314, -121.894812",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905787en,38905787,Public Health Division - Family Planning and Birth...,94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,"Education, counseling and resource information per...",510-981-5350,www.ci.berkeley.info/achc,en,California,,"37.868479, -122.298324",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905788en,38905788,Public Health Division - HIV and AIDS Program,94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,Provides confidential HIV testing and counseling. ...,510-981-5350,www.ci.berkeley.info/achc,en,California,,"37.868479, -122.298324",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905789en,38905789,Public Health Division - Sexually Transmitted Infe...,94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,"Prevention Program offers information, education a...",510-981-5350,www.ci.berkeley.info/achc,en,California,,"37.868479, -122.298324",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905791en,38905791,"Public Health Division - Women, Infants and Childr...",94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-981-5360,www.ci.berkeley.info/wk/,en,California,,"37.868479, -122.298324",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905790en,38905790,Public Health Division -Tuberculosis Prevention & ...,94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,The Tuberculosis (TB) Control Program provides inf...,510-981-5350,www.ci.berkeley.info/achc,en,California,,"37.868479, -122.298324",,,,,,Program,5567,5322,2020-06-29 01:23:00,
61856905en,61856905,Rising Harte Wellness Center,,,,38898616,FRED FINCH YOUTH CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: &nbsp;Moving man...",510-485-5292,https://www.fredfinch.org,en,,,"37.80294, -122.20632",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38903804en,38903804,San Antonio Neighborhood Health Center,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-238-5400,www.laclinica.org,en,,,"37.79191, -122.24899",,,,,,Program,5567,5322,2020-06-29 01:23:00,
38907044en,38907044,Servicios Gratuitos,,,,38899760,LA LOMA MEDICAL GROUP,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...","510-261-1677, EXT 1004",www.lalomamedical.com,en,,,"37.77887, -122.22737","37.778403, -122.216989",,,,,Program,5567,5322,2020-06-29 01:23:00,
38903542en,38903542,Southeast Asian Clinic,94609,5220 Claremont Avenue,Oakland,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,37.835713,-122.263515,ACTIVE,Serves the pediatric healthcare needs of the Bay A...,510-428-3226,www.childrenshospitaloakland.org/healthcare/depts/...,en,California,,"37.835713, -122.263515",,,,,,Program,5567,5322,2020-06-29 01:23:00,
56297443en,56297443,Stanford Health Care,94608,5800 Hollis Street,Emeryville,56297423,Stanford Health Care - Emeryville,2376,,,ACTIVE,Their&nbsp;new Emeryville location offers a full r...,510-901-3552,www.stanfordhealthcare.org,en,California,,,,,,,,Program,5567,5322,2020-06-29 01:23:00,
38905524en,38905524,Suitcase Clinic - General,94704,2407 Dana Street,Berkeley,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-269-7242,www.suitcaseclinic.org,en,California,,"37.867417, -122.259661","37.86607, -122.26058",,,,,Program,5567,5322,2020-06-29 01:23:00,
38905525en,38905525,Suitcase Clinic - Women,,,,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-423-3659,www.suitcaseclinic.org,en,,,"37.86241, -122.26319","37.867417, -122.259661",,,,,Program,5567,5322,2020-06-29 01:23:00,
38905527en,38905527,Suitcase Clinic - Youth & LGBTQ,,,,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-423-3303,www.suitcaseclinic.org,en,,,"37.86795, -122.2632","37.867417, -122.259661",,,,,Program,5567,5322,2020-06-29 01:23:00,
38906603en,38906603,ACCESS Program (Acute Crisis Care and Evaluation f...,94606,"1900 Embarcadero, Suite 208",Oakland,38899006,ALAMEDA COUNTY BEHAVIORAL HEALTH CARE SERVICES (AC...,2376,37.793068,-122.242902,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Due to many pharmacies being currently shuttered, and in case of&nbsp;the event of a pre...",800-491-9099,www.acbhcs.org,en,California,,"37.793068, -122.242902",,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906277en,38906277,Health Program of Alameda County (HealthPAC); Cust...,,,,38899483,ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,2376,37.720538,-122.156804,ACTIVE,"<span style=""color:#FF0000"">Notes: Office is close...",877-879-9633,www.achealthcare.org,en,,,"37.720538, -122.156804",,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906593en,38906593,HealthPAC Enrollment Sites,,,,38898462,ASIAN HEALTH SERVICES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Clinics began tr...",510-986-6880,www.asianhealthservices.org,en,California,,"37.806984, -122.286229",,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906596en,38906596,HealthPAC Enrollment Sites,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-238-5400,www.laclinica.org,en,California,,"37.778403, -122.216989",,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906590en,38906590,HealthPAC Enrollment Sites,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.635455,-122.102084,ACTIVE,HealthPAC is a program designed just for people wh...,510-437-4961,,en,California,,"37.80294, -122.20632","37.703439, -122.12448","37.762734, -122.157057","37.635455, -122.102084","37.538034, -122.03053",,Program,5568,5322,2020-06-29 01:23:00,
38906592en,38906592,HealthPAC Enrollment Sites,94710,2031 - Sixth Street,Berkeley,38899194,LIFELONG MEDICAL CARE,2376,37.868479,-122.298324,ACTIVE,HealthPAC is a program designed just for people wh...,510-981-4100,,en,California,,"37.863769, -122.274686","37.80727, -122.27429","37.762734, -122.157057","37.865566, -122.284909","37.868479, -122.298324",,Program,5568,5322,2020-06-29 01:23:00,
38906599en,38906599,HealthPAC Enrollment Sites,,,,38898695,TIBURCIO VASQUEZ HEALTH CENTER (TVHC),2376,37.590567,-122.046064,ACTIVE,"<span style=""color:#FF0000"">NOTE: <strong>Hours of...",510-471-5880,www.tvhc.org,en,,,"37.590567, -122.046064",,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906601en,38906601,HealthPAC Enrollment Sites,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,"Offers a program just for people who need, but can...",510-770-8040,www.tri-cityhealth.org,en,,,"37.53427, -121.96023","37.54913, -121.97707","37.5584, -121.98197","37.526811, -121.964908",,,Program,5568,5322,2020-06-29 01:23:00,
38906602en,38906602,HealthPAC Enrollment Sites,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.863769,-122.274686,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org,en,,,"37.738816, -122.172403","37.806984, -122.286229","37.863769, -122.274686",,,,Program,5568,5322,2020-06-29 01:23:00,
38906598en,38906598,HealthPAC Enrollment Sites,,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Phone and front ...",,,en,California,,,,,,,,Program,5568,5322,2020-06-29 01:23:00,
38906595en,38906595,Public Health Insurance and Covered California Enr...,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.681214,-121.751912,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.681214, -121.751912","37.685314, -121.894812","37.66162, -121.8742",,,,Program,5568,5322,2020-06-29 01:23:00,
38904263en,38904263,Prostate Cancer Program,,,,38899080,"IMPACT (IMPROVING ACCESS, COUNSELING, AND TREATMEN...",2376,,,ACTIVE,Provides free prostate cancer treatment and assist...,800-409-8252,www.california-impact.org,en,,,"34.25783, -118.39439",,,,,,Program,5569,5322,2020-06-29 01:23:00,
38907044en,38907044,Servicios Gratuitos,,,,38899760,LA LOMA MEDICAL GROUP,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...","510-261-1677, EXT 1004",www.lalomamedical.com,en,,,"37.77887, -122.22737","37.778403, -122.216989",,,,,Program,5569,5322,2020-06-29 01:23:00,
56297443en,56297443,Stanford Health Care,94608,5800 Hollis Street,Emeryville,56297423,Stanford Health Care - Emeryville,2376,,,ACTIVE,Their&nbsp;new Emeryville location offers a full r...,510-901-3552,www.stanfordhealthcare.org,en,California,,,,,,,Program,5567,,,2020-06-29 01:23:00,
38905524en,38905524,Suitcase Clinic - General,94704,2407 Dana Street,Berkeley,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-269-7242,www.suitcaseclinic.org,en,California,,"37.867417, -122.259661","37.86607, -122.26058",,,,Program,5567,,,2020-06-29 01:23:00,
38905525en,38905525,Suitcase Clinic - Women,,,,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-423-3659,www.suitcaseclinic.org,en,,,"37.86241, -122.26319","37.867417, -122.259661",,,,Program,5567,,,2020-06-29 01:23:00,
38905527en,38905527,Suitcase Clinic - Youth & LGBTQ,,,,38899199,UNIVERSITY OF CALIFORNIA BERKELEY,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF0000"">Note: Currently offering program called Access technology resources for UC Berkeley students&n...",510-423-3303,www.suitcaseclinic.org,en,,,"37.86795, -122.2632","37.867417, -122.259661",,,,Program,5567,,,2020-06-29 01:23:00,
